设备地址,站点名称,目标地址,目标AS域,下行流量,上行流量,总流量,下行流量-新,上行流量-新,总流量-新
,click.house365.com,212.129.162.135,其他国家,0,1.846K,1.846K,0G,1.846e-06G,1.846e-06G
,150.158.223.88:8002,150.158.223.88,其他国家,0,1.846K,1.846K,0G,1.846e-06G,1.846e-06G
,aegis.qq.com,182.254.50.125,腾讯,0,1.844K,1.844K,0G,1.844e-06G,1.844e-06G
,badjs.qq.com,182.254.50.120,腾讯,0,1.844K,1.844K,0G,1.844e-06G,1.844e-06G
,y3oskywrql3th0.qzhrppx.cn,123.206.249.233,腾讯,0,1.842K,1.842K,0G,1.8420000000000001e-06G,1.8420000000000001e-06G
,monitor-uu.play.aiseet.atianqi.com,182.254.50.83,腾讯,0,1.842K,1.842K,0G,1.8420000000000001e-06G,1.8420000000000001e-06G
,www.gooooal.com,182.254.52.146,腾讯,0,1.837K,1.837K,0G,1.837e-06G,1.837e-06G
,h5.newmse.pingback.shida.sogou.com,211.159.235.216,腾讯,0,1.837K,1.837K,0G,1.837e-06G,1.837e-06G
,photo.m.yiche.com,121.51.224.63,腾讯,0,1.835K,1.835K,0G,1.835e-06G,1.835e-06G
,api.linkcook.cn,140.143.215.205,河南省郑州市景安计算机网络,0,1.832K,1.832K,0G,1.832e-06G,1.832e-06G
,uamx1fhbafvktdd.amghdba.cn,212.129.233.193,其他国家,0,1.831K,1.831K,0G,1.831e-06G,1.831e-06G
,mtopic-api.eqxiu.com,49.234.245.22,北京市教育信息网,0,1.824K,1.824K,0G,1.824e-06G,1.824e-06G
,quality-cdn.sh,182.254.59.192,腾讯,0,1.822K,1.822K,0G,1.822e-06G,1.822e-06G
,img009.hc360.cn,182.254.53.68,腾讯,0,1.818K,1.818K,0G,1.818e-06G,1.818e-06G
,zhuti-qj-login.tmskapp.com,123.207.112.182,腾讯,0,1.818K,1.818K,0G,1.818e-06G,1.818e-06G
,tj.weimob.com,212.64.63.139,其他国家,0,1.816K,1.816K,0G,1.816e-06G,1.816e-06G
,cos-1302452781.cos.ap-nanjing.myqcloud.com,129.211.161.170,美国,0,1.814K,1.814K,0G,1.8140000000000001e-06G,1.8140000000000001e-06G
,safe1.shouji.sogou.,211.159.235.216,腾讯,0,1.81K,1.81K,0G,1.81e-06G,1.81e-06G
,ofsap.mp.bjsqzw.cn,182.254.52.213,腾讯,0,1.807K,1.807K,0G,1.807e-06G,1.807e-06G
,ping1.zhushou.sogou.com,211.159.235.216,腾讯,1.242K,560,1.802K,1.2420000000000001e-06G,5.6e-07G,1.802e-06G
,d.specialapp.huan.tv,182.254.53.68,腾讯,0,1.802K,1.802K,0G,1.802e-06G,1.802e-06G
,weather2.cmcm.com,123.207.104.18,腾讯,0,1.802K,1.802K,0G,1.802e-06G,1.802e-06G
,123.206.2.131:8080,123.206.2.131,腾讯,0,1.799K,1.799K,0G,1.799e-06G,1.799e-06G
,m.baishibaike.com,49.233.120.217,北京市教育信息网,0,1.797K,1.797K,0G,1.797e-06G,1.797e-06G
,testing.zwwzj.net,118.89.169.144,腾讯,0,1.797K,1.797K,0G,1.797e-06G,1.797e-06G
,www.1234567.com.cn,182.254.59.174,腾讯,0,1.793K,1.793K,0G,1.7929999999999998e-06G,1.7929999999999998e-06G
,cos-1302006717.cos.ap-nanjing.myqcloud.com,129.211.178.63,美国,0,1.785K,1.785K,0G,1.7849999999999999e-06G,1.7849999999999999e-06G
,proj6-world.txitech.com,123.206.7.95,腾讯,0,1.782K,1.782K,0G,1.782e-06G,1.782e-06G
,ss.xwyouxi.cn,212.64.45.226,其他国家,0,1.782K,1.782K,0G,1.782e-06G,1.782e-06G
,cnc.qzs.qq.com,182.254.49.85,腾讯,0,1.781K,1.781K,0G,1.7809999999999998e-06G,1.7809999999999998e-06G
,activity.translator.qq.com,182.254.86.159,腾讯,0,1.78K,1.78K,0G,1.7800000000000001e-06G,1.7800000000000001e-06G
,ansxtech.com:8108,140.143.190.198,河南省郑州市景安计算机网络,0,1.78K,1.78K,0G,1.7800000000000001e-06G,1.7800000000000001e-06G
,eoc.e-car.cn:7070,203.195.142.157,其他国家,0,1.778K,1.778K,0G,1.7780000000000002e-06G,1.7780000000000002e-06G
,caaceed4aeaf2.cdn.sohucs.com,121.51.224.63,腾讯,0,1.772K,1.772K,0G,1.772e-06G,1.772e-06G
,analytics.super-chameleon.net,106.54.134.44,北京市北龙中网,0,1.771K,1.771K,0G,1.771e-06G,1.771e-06G
,182.254.51.22,182.254.51.22,腾讯,0,1.77K,1.77K,0G,1.77e-06G,1.77e-06G
,serverlist-whj.ios.51fytx.com:8080,175.24.147.97,河北省任丘市华北石油通信公司,0,1.768K,1.768K,0G,1.768e-06G,1.768e-06G
,cq.qq.com,182.254.21.58,腾讯,617,1.15K,1.767K,6.170000000000001e-07G,1.15e-06G,1.767e-06G
,asdkapi.gm825.com,140.143.48.231,河南省郑州市景安计算机网络,0,1.762K,1.762K,0G,1.762e-06G,1.762e-06G
,121.51.68.88,121.51.68.88,腾讯,410,1.35K,1.76K,4.1e-07G,1.35e-06G,1.76e-06G
,upd12.sogoucdn.com,182.254.53.105,腾讯,0,1.759K,1.759K,0G,1.759e-06G,1.759e-06G
,dass.bee.chuxinhudong.com,111.230.214.156,湖北省,0,1.758K,1.758K,0G,1.758e-06G,1.758e-06G
,lmysh-sdk.leishengame.com,119.29.173.11,腾讯,710,1.042K,1.752K,7.099999999999999e-07G,1.042e-06G,1.7520000000000001e-06G
,m.xiaohongshu.com,115.159.129.39,腾讯,0,1.749K,1.749K,0G,1.7490000000000001e-06G,1.7490000000000001e-06G
,weather2dg.cmcm.com,139.199.233.37,腾讯,0,1.742K,1.742K,0G,1.742e-06G,1.742e-06G
,sdk.shxingwan.com,182.254.61.158,腾讯,0,1.741K,1.741K,0G,1.7410000000000001e-06G,1.7410000000000001e-06G
,static4style.duoduocdn.com,121.51.224.25,腾讯,0,1.741K,1.741K,0G,1.7410000000000001e-06G,1.7410000000000001e-06G
,cos-1302389146.cos.ap-shanghai.myqcloud.com,211.159.226.105,腾讯,0,1.734K,1.734K,0G,1.734e-06G,1.734e-06G
,10.2.217.201:9990,182.254.48.196,腾讯,0,1.722K,1.722K,0G,1.722e-06G,1.722e-06G
,bookimg.html5.qq.com,182.254.86.159,腾讯,0,1.717K,1.717K,0G,1.717e-06G,1.717e-06G
,cdn2.weimob.com,182.254.53.68,腾讯,0,1.716K,1.716K,0G,1.7160000000000002e-06G,1.7160000000000002e-06G
,pubacc.mobile.qq.com,121.51.8.38,腾讯,0,1.712K,1.712K,0G,1.712e-06G,1.712e-06G
,i0l4xerct9bhff.amghefg.cn,123.206.249.233,腾讯,0,1.708K,1.708K,0G,1.7079999999999998e-06G,1.7079999999999998e-06G
,wap.azg168.cn,182.254.52.213,腾讯,0,1.705K,1.705K,0G,1.7050000000000002e-06G,1.7050000000000002e-06G
,apis.hygame.cc,182.254.53.176,腾讯,0,1.693K,1.693K,0G,1.6930000000000001e-06G,1.6930000000000001e-06G
,imgwx01.admama.com,182.254.49.96,腾讯,0,1.686K,1.686K,0G,1.686e-06G,1.686e-06G
,s.map.soso.com,182.254.48.242,腾讯,0,1.685K,1.685K,0G,1.6850000000000002e-06G,1.6850000000000002e-06G
,bd.softto-xj.cn,182.254.59.207,腾讯,0,1.685K,1.685K,0G,1.6850000000000002e-06G,1.6850000000000002e-06G
,s1xqqqak5e.mjsyyqy.cn,123.206.249.233,腾讯,0,1.682K,1.682K,0G,1.682e-06G,1.682e-06G
,106.52.160.200,106.52.160.200,北京市北龙中网,0,1.67K,1.67K,0G,1.6699999999999999e-06G,1.6699999999999999e-06G
,121.51.131.194,121.51.131.194,腾讯,0,1.662K,1.662K,0G,1.662e-06G,1.662e-06G
,w.weipaitang.com,118.25.170.61,香港,0,1.662K,1.662K,0G,1.662e-06G,1.662e-06G
,121.51.44.113,121.51.44.113,腾讯,0,1.652K,1.652K,0G,1.6519999999999998e-06G,1.6519999999999998e-06G
,noteapi.blackshark.com:50098,139.199.57.163,腾讯,0,1.648K,1.648K,0G,1.648e-06G,1.648e-06G
,m.hansiji.com,188.131.208.219,其他国家,0,1.646K,1.646K,0G,1.646e-06G,1.646e-06G
,klqe.3usoft.net:7999,129.211.41.60,美国,0,1.635K,1.635K,0G,1.635e-06G,1.635e-06G
,ewzs.vmf.vfnnibg.cn,49.234.240.220,北京市教育信息网,0,1.625K,1.625K,0G,1.625e-06G,1.625e-06G
,subpage.wap.sogou.com,109.244.23.123,其他国家,0,1.624K,1.624K,0G,1.624e-06G,1.624e-06G
,192.168.1.103,122.51.63.190,中国,0,1.623K,1.623K,0G,1.6230000000000002e-06G,1.6230000000000002e-06G
,h.trace.qq.c,182.254.21.36,腾讯,0,1.623K,1.623K,0G,1.6230000000000002e-06G,1.6230000000000002e-06G
,sh.bigdata-hub.cn:6688,152.136.152.93,美国,0,1.617K,1.617K,0G,1.617e-06G,1.617e-06G
,feed.jihum.com,139.199.216.247,腾讯,0,1.615K,1.615K,0G,1.615e-06G,1.615e-06G
,vfiles.gtimg.cn,182.254.48.74,腾讯,0,1.614K,1.614K,0G,1.6140000000000001e-06G,1.6140000000000001e-06G
,input.shouji.sogou.com,,,,,,空,空,空
,109.244.23.87,其他国家,0,1.611K,1.611K,,1.6110000000000001e-06G,1.6110000000000001e-06G,空
,wlanapk-apptoptxdl2.vivo.com.cn,182.254.52.239,腾讯,0,1.608K,1.608K,0G,1.608e-06G,1.608e-06G
,121.51.68.254,121.51.68.254,腾讯,0,1.606K,1.606K,0G,1.606e-06G,1.606e-06G
,txdwk.flv.huya.com,121.51.42.145,腾讯,0,1.593K,1.593K,0G,1.593e-06G,1.593e-06G
,tiantianlvyou365.com,182.254.52.146,腾讯,0,1.587K,1.587K,0G,1.5869999999999998e-06G,1.5869999999999998e-06G
,c.topr.top,123.207.97.206,腾讯,0,1.585K,1.585K,0G,1.585e-06G,1.585e-06G
,103.57.15.235:80,193.112.26.189,其他国家,304,1.28K,1.584K,3.04e-07G,1.28e-06G,1.5840000000000002e-06G
,tongji.92wu.cn,172.81.240.68,其他国家,898,685,1.583K,8.98e-07G,6.850000000000001e-07G,1.583e-06G
,mtra,121.51.141.108,腾讯,0,1.582K,1.582K,0G,1.582e-06G,1.582e-06G
,api.duobeiyun.net,62.234.197.39,其他国家,0,1.574K,1.574K,0G,1.574e-06G,1.574e-06G
,45.116.209.16:8080,45.116.209.16,其他国家,1.192K,379,1.571K,1.192e-06G,3.79e-07G,1.5709999999999999e-06G
,zslogin.chengyu.leyuannet.com,182.254.53.194,腾讯,0,1.57K,1.57K,0G,1.57e-06G,1.57e-06G
,103.57.14.211,120.53.124.104,上海市普陀区长城宽带,0,1.57K,1.57K,0G,1.57e-06G,1.57e-06G
,bundle.kpzip.com,121.51.224.86,腾讯,925,644,1.569K,9.25e-07G,6.44e-07G,1.569e-06G
,api.sdk.lyop.linnyou.com,134.175.161.45,其他国家,0,1.564K,1.564K,0G,1.564e-06G,1.564e-06G
,www.rednet.cn,121.51.224.63,腾讯,0,1.564K,1.564K,0G,1.564e-06G,1.564e-06G
,update.17au.com,182.254.53.92,腾讯,0,1.56K,1.56K,0G,1.5599999999999999e-06G,1.5599999999999999e-06G
,liuzhou.ganji.com,154.8.241.69,其他国家,0,1.555K,1.555K,0G,1.555e-06G,1.555e-06G
,srv.android.shou,109.244.23.87,其他国家,0,1.554K,1.554K,0G,1.554e-06G,1.554e-06G
,xuzhou.ganji.com,154.8.241.69,其他国家,0,1.553K,1.553K,0G,1.553e-06G,1.553e-06G
,jinhua.ganji.com,154.8.241.69,其他国家,0,1.553K,1.553K,0G,1.553e-06G,1.553e-06G
,182.254.50.126,182.254.50.126,腾讯,0,1.552K,1.552K,0G,1.552e-06G,1.552e-06G
,imgv35.ddimg.cn,182.254.53.92,腾讯,0,1.551K,1.551K,0G,1.5509999999999998e-06G,1.5509999999999998e-06G
,css1.sendong.com,119.29.126.170,腾讯,0,1.551K,1.551K,0G,1.5509999999999998e-06G,1.5509999999999998e-06G
,aba.ganji.com,154.8.241.69,其他国家,0,1.547K,1.547K,0G,1.547e-06G,1.547e-06G
,res.junshi.cn,121.51.224.25,腾讯,0,1.542K,1.542K,0G,1.542e-06G,1.542e-06G
,121.51.44.109,121.51.44.109,腾讯,262,1.276K,1.538K,2.6200000000000004e-07G,1.276e-06G,1.5380000000000001e-06G
,140.143.115.189,140.143.115.189,河南省郑州市景安计算机网络,0,1.537K,1.537K,0G,1.5369999999999999e-06G,1.5369999999999999e-06G
,s1p.hy.qcloudcdn.com,121.51.68.244,腾讯,0,1.536K,1.536K,0G,1.536e-06G,1.536e-06G
,api.huiyaohuyu.com,129.204.91.109,美国,0,1.536K,1.536K,0G,1.536e-06G,1.536e-06G
,m.wekandian.com,111.231.121.221,湖北省,0,1.534K,1.534K,0G,1.534e-06G,1.534e-06G
,apk.mse.sogou.com,109.244.23.87,其他国家,0,1.534K,1.534K,0G,1.534e-06G,1.534e-06G
,tracking.kdnet.net,129.204.115.242,美国,0,1.533K,1.533K,0G,1.5329999999999998e-06G,1.5329999999999998e-06G
,www.tianxw.com,118.89.162.61,腾讯,0,1.532K,1.532K,0G,1.532e-06G,1.532e-06G
,movie.douban.com,154.8.131.165,其他国家,0,1.53K,1.53K,0G,1.5300000000000002e-06G,1.5300000000000002e-06G
,qc-s.zuoyebang.cc,182.254.52.233,腾讯,0,1.527K,1.527K,0G,1.527e-06G,1.527e-06G
,web-fzzly.mingchaoyouxi.com,134.175.201.38,其他国家,0,1.526K,1.526K,0G,1.526e-06G,1.526e-06G
,mobile,129.211.154.130,美国,0,1.524K,1.524K,0G,1.524e-06G,1.524e-06G
,ai.audi.cn,121.51.224.25,腾讯,476,1.047K,1.523K,4.76e-07G,1.0469999999999999e-06G,1.5229999999999999e-06G
,uflistby.3dbuyu.com,115.159.19.37,腾讯,0,1.521K,1.521K,0G,1.521e-06G,1.521e-06G
,data.vod.itc.cn,211.159.191.68,腾讯,0,1.516K,1.516K,0G,1.516e-06G,1.516e-06G
,api.car.bitauto.com,182.254.59.192,腾讯,0,1.516K,1.516K,0G,1.516e-06G,1.516e-06G
,so.msxf.net,119.29.115.232,腾讯,0,1.512K,1.512K,0G,1.512e-06G,1.512e-06G
,jcmonitor.xcar.com.cn,140.143.50.53,河南省郑州市景安计算机网络,0,1.512K,1.512K,0G,1.512e-06G,1.512e-06G
,103.57.13.55,211.159.235.178,腾讯,0,1.51K,1.51K,0G,1.5100000000000002e-06G,1.5100000000000002e-06G
,103.57.13.51,121.51.19.194,腾讯,0,1.508K,1.508K,0G,1.508e-06G,1.508e-06G
,www.110.com,154.8.188.20,其他国家,0,1.504K,1.504K,0G,1.504e-06G,1.504e-06G
,103.57.13.37,211.159.235.117,腾讯,0,1.5K,1.5K,0G,1.5e-06G,1.5e-06G
,adslvfile.qq.com,182.254.48.38,腾讯,0,1.5K,1.5K,0G,1.5e-06G,1.5e-06G
,ryyyx.com,182.254.59.207,腾讯,0,1.498K,1.498K,0G,1.4979999999999999e-06G,1.4979999999999999e-06G
,xiangyang.ganji.com,154.8.241.69,其他国家,0,1.495K,1.495K,0G,1.495e-06G,1.495e-06G
,p.biligame.com,182.254.59.192,腾讯,0,1.489K,1.489K,0G,1.489e-06G,1.489e-06G
,45.116.210.190,175.24.67.69,河北省任丘市华北石油通信公司,0,1.488K,1.488K,0G,1.488e-06G,1.488e-06G
,sslv6.wlogin.qq.com,182.254.51.20,腾讯,0,1.486K,1.486K,0G,1.4859999999999998e-06G,1.4859999999999998e-06G
,static.chayuqing.com,111.229.113.139,湖北省,0,1.482K,1.482K,0G,1.482e-06G,1.482e-06G
,hz.365rili.com,193.112.238.243,其他国家,0,1.469K,1.469K,0G,1.469e-06G,1.469e-06G
,ptlogin2.qzone.com,182.254.50.111,腾讯,0,1.466K,1.466K,0G,1.466e-06G,1.466e-06G
,m.qqoi.cn,182.254.52.213,腾讯,0,1.46K,1.46K,0G,1.46e-06G,1.46e-06G
,www.chinahr.com,115.159.231.213,腾讯,0,1.452K,1.452K,0G,1.452e-06G,1.452e-06G
,121.51.32.148,121.51.32.148,腾讯,0,1.452K,1.452K,0G,1.452e-06G,1.452e-06G
,api.tfpdc.kim,106.53.207.120,北京市北龙中网,0,1.451K,1.451K,0G,1.451e-06G,1.451e-06G
,103.57.14.212:8080,118.126.94.215,上海市集思网络,0,1.451K,1.451K,0G,1.451e-06G,1.451e-06G
,conf.morefun.tv,121.51.224.63,腾讯,0,1.434K,1.434K,0G,1.434e-06G,1.434e-06G
,guangyuan.ganji.com,154.8.241.69,其他国家,0,1.431K,1.431K,0G,1.431e-06G,1.431e-06G
,c16.live.azurecdn.ottshopping.net,121.51.42.244,腾讯,0,1.43K,1.43K,0G,1.4299999999999999e-06G,1.4299999999999999e-06G
,jxfuzhou.ganji.com,154.8.241.69,其他国家,0,1.429K,1.429K,0G,1.4290000000000002e-06G,1.4290000000000002e-06G
,downloadjl.ztgame.com.cn,121.51.224.63,腾讯,0,1.429K,1.429K,0G,1.4290000000000002e-06G,1.4290000000000002e-06G
,changji.ganji.com,154.8.241.69,其他国家,0,1.427K,1.427K,0G,1.427e-06G,1.427e-06G
,puyang.ganji.com,154.8.241.69,其他国家,0,1.425K,1.425K,0G,1.4250000000000001e-06G,1.4250000000000001e-06G
,appimg1.3g.qq.com:80,182.254.48.49,腾讯,0,1.422K,1.422K,0G,1.422e-06G,1.422e-06G
,pb.s,109.244.23.140,其他国家,0,1.42K,1.42K,0G,1.4199999999999997e-06G,1.4199999999999997e-06G
,sspapi.gm825.com,123.206.2.164,腾讯,0,1.415K,1.415K,0G,1.415e-06G,1.415e-06G
,182.254.50.164,182.254.50.164,腾讯,0,1.412K,1.412K,0G,1.4119999999999998e-06G,1.4119999999999998e-06G
,121.51.18.105:80,121.51.18.105,腾讯,0,1.408K,1.408K,0G,1.408e-06G,1.408e-06G
,www.psxia.com,193.112.64.186,其他国家,0,1.408K,1.408K,0G,1.408e-06G,1.408e-06G
,audiopay.tx.xmcdn.com,182.254.90.103,腾讯,1.006K,398,1.404K,1.006e-06G,3.9800000000000004e-07G,1.4039999999999998e-06G
,css.11467.com,182.254.53.181,腾讯,0,1.403K,1.403K,0G,1.403e-06G,1.403e-06G
,mobile.tx.xima,129.211.154.130,美国,0,1.403K,1.403K,0G,1.403e-06G,1.403e-06G
,mobile.tx.ximala,129.211.154.130,美国,0,1.401K,1.401K,0G,1.4010000000000002e-06G,1.4010000000000002e-06G
,img20.house365.com,182.254.53.68,腾讯,0,1.401K,1.401K,0G,1.4010000000000002e-06G,1.4010000000000002e-06G
,zoo.qincaigame.com,123.207.12.13,腾讯,0,1.401K,1.401K,0G,1.4010000000000002e-06G,1.4010000000000002e-06G
,adexpo.,111.230.118.170,湖北省,0,1.399K,1.399K,0G,1.399e-06G,1.399e-06G
,139.155.39.4,139.155.39.4,北京市北龙中网,0,1.392K,1.392K,0G,1.392e-06G,1.392e-06G
,weather.123.duba.net,119.29.42.130,腾讯,0,1.39K,1.39K,0G,1.39e-06G,1.39e-06G
,gslbtx.ximalaya,118.25.119.177,香港,0,1.387K,1.387K,0G,1.387e-06G,1.387e-06G
,v2.gdt.qq.co,182.254.56.94,腾讯,0,1.384K,1.384K,0G,1.3839999999999998e-06G,1.3839999999999998e-06G
,193.112.238.223,193.112.238.223,其他国家,0,1.38K,1.38K,0G,1.38e-06G,1.38e-06G
,a2017102809573311191.szwego.com,139.199.92.22,腾讯,0,1.378K,1.378K,0G,1.378e-06G,1.378e-06G
,adxa,49.233.240.10,北京市教育信息网,0,1.374K,1.374K,0G,1.374e-06G,1.374e-06G
,115.159.40.175:4159,115.159.40.175,腾讯,0,1.372K,1.372K,0G,1.3720000000000002e-06G,1.3720000000000002e-06G
,q0127.0.86938872.com,182.254.52.146,腾讯,0,1.372K,1.372K,0G,1.3720000000000002e-06G,1.3720000000000002e-06G
,p.t.qq.com,182.254.21.36,腾讯,0,1.369K,1.369K,0G,1.369e-06G,1.369e-06G
,xianning.ganji.com,154.8.241.69,其他国家,0,1.365K,1.365K,0G,1.3649999999999998e-06G,1.3649999999999998e-06G
,121.51.12.114:443,121.51.12.114,腾讯,0,1.364K,1.364K,0G,1.3640000000000002e-06G,1.3640000000000002e-06G
,www.hahao.cn,193.112.163.52,其他国家,0,1.364K,1.364K,0G,1.3640000000000002e-06G,1.3640000000000002e-06G
,qinzhou.ganji.com,154.8.241.69,其他国家,0,1.363K,1.363K,0G,1.3630000000000001e-06G,1.3630000000000001e-06G
,deyang.ganji.com,154.8.241.69,其他国家,0,1.361K,1.361K,0G,1.361e-06G,1.361e-06G
,wh.lianjia.com,211.159.232.241,腾讯,0,1.359K,1.359K,0G,1.359e-06G,1.359e-06G
,huixieapi.legu.cc,140.143.150.125,河南省郑州市景安计算机网络,534,824,1.358K,5.340000000000001e-07G,8.24e-07G,1.358e-06G
,1594220713799307.sports.imtmp.net,121.51.141.18,腾讯,420,934,1.354K,4.1999999999999995e-07G,9.340000000000001e-07G,1.354e-06G
,api.btstu.cn,122.51.112.155,湖南省铁通,0,1.35K,1.35K,0G,1.35e-06G,1.35e-06G
,t05.stat2.zdworks.com,140.143.221.16,河南省郑州市景安计算机网络,0,1.349K,1.349K,0G,1.349e-06G,1.349e-06G
,img2.qidian.com,182.254.60.48,腾讯,0,1.349K,1.349K,0G,1.349e-06G,1.349e-06G
,sh.lianjia.com,211.159.232.241,腾讯,0,1.344K,1.344K,0G,1.3440000000000002e-06G,1.3440000000000002e-06G
,version.xiuxian.shiyuegame.com,115.159.114.211,腾讯,0,1.344K,1.344K,0G,1.3440000000000002e-06G,1.3440000000000002e-06G
,cfg-1252899349.file.myqcloud.com,182.254.53.176,腾讯,0,1.332K,1.332K,0G,1.3320000000000001e-06G,1.3320000000000001e-06G
,45.116.209.16,45.116.209.16,其他国家,1.326K,0,1.326K,1.326e-06G,0G,1.326e-06G
,res.fibodata.com,121.51.224.59,腾讯,0,1.326K,1.326K,0G,1.326e-06G,1.326e-06G
,mtrac,121.51.141.108,腾讯,70,1.256K,1.326K,7e-08G,1.256e-06G,1.326e-06G
,www.zhangguitool.com,182.254.59.207,腾讯,0,1.326K,1.326K,0G,1.326e-06G,1.326e-06G
,iq1oqhjvtypt.lalarjf.cn,175.24.137.231,河北省任丘市华北石油通信公司,0,1.322K,1.322K,0G,1.322e-06G,1.322e-06G
,passport.160.com,182.254.59.158,腾讯,0,1.319K,1.319K,0G,1.3189999999999998e-06G,1.3189999999999998e-06G
,lp.ie.sogou.com,211.159.235.210,腾讯,0,1.305K,1.305K,0G,1.305e-06G,1.305e-06G
,xnwan4.xux7.com,203.195.200.211,其他国家,0,1.304K,1.304K,0G,1.3040000000000001e-06G,1.3040000000000001e-06G
,shaoyang.ganji.com,154.8.241.69,其他国家,0,1.301K,1.301K,0G,1.301e-06G,1.301e-06G
,chuzhou.ganji.com,154.8.241.69,其他国家,0,1.299K,1.299K,0G,1.299e-06G,1.299e-06G
,version.tmskapp.com,152.136.10.135,美国,0,1.296K,1.296K,0G,1.296e-06G,1.296e-06G
,120.53.212.166,120.53.212.166,上海市普陀区长城宽带,0,1.295K,1.295K,0G,1.2949999999999999e-06G,1.2949999999999999e-06G
,xinyu.ganji.com,154.8.241.69,其他国家,0,1.295K,1.295K,0G,1.2949999999999999e-06G,1.2949999999999999e-06G
,image.fulibest.com,182.254.52.97,腾讯,0,1.293K,1.293K,0G,1.293e-06G,1.293e-06G
,images.zhaopin.com,182.254.53.194,腾讯,0,1.29K,1.29K,0G,1.2900000000000001e-06G,1.2900000000000001e-06G
,webpresence.qq.com,182.254.56.83,腾讯,0,1.288K,1.288K,0G,1.288e-06G,1.288e-06G
,liveroom2108351402-api.zego.im,106.54.175.45,北京市北龙中网,0,1.285K,1.285K,0G,1.285e-06G,1.285e-06G
,dl.lianjia.com,211.159.232.169,腾讯,0,1.284K,1.284K,0G,1.284e-06G,1.284e-06G
,dl.ganji.com,154.8.241.69,其他国家,0,1.283K,1.283K,0G,1.2829999999999998e-06G,1.2829999999999998e-06G
,tj.lianjia.com,211.159.232.241,腾讯,0,1.282K,1.282K,0G,1.282e-06G,1.282e-06G
,appz.kwi.xnwan.com,111.230.160.27,湖北省,0,1.28K,1.28K,0G,1.28e-06G,1.28e-06G
,45.116.208.21,193.112.113.237,其他国家,398,879,1.277K,3.9800000000000004e-07G,8.79e-07G,1.277e-06G
,app.daoju.qq.com,182.254.52.102,腾讯,0,1.27K,1.27K,0G,1.2700000000000001e-06G,1.2700000000000001e-06G
,digi.tech.qq.com,182.254.21.36,腾讯,0,1.27K,1.27K,0G,1.2700000000000001e-06G,1.2700000000000001e-06G
,hdltctwk.douyucdn.cn,182.254.21.83,腾讯,0,1.267K,1.267K,0G,1.267e-06G,1.267e-06G
,static1.romzj.com,182.254.48.49,腾讯,0,1.267K,1.267K,0G,1.267e-06G,1.267e-06G
,103.57.13.32,109.244.23.123,其他国家,0,1.266K,1.266K,0G,1.266e-06G,1.266e-06G
,log.ktj.w,211.159.145.212,腾讯,0,1.265K,1.265K,0G,1.2649999999999997e-06G,1.2649999999999997e-06G
,sy.szlyannvshen.com,182.254.52.146,腾讯,0,1.261K,1.261K,0G,1.2609999999999999e-06G,1.2609999999999999e-06G
,spi.ouovow.com:8080,111.230.77.110,湖北省,0,1.259K,1.259K,0G,1.259e-06G,1.259e-06G
,103.57.13.1,211.159.235.117,腾讯,0,1.258K,1.258K,0G,1.258e-06G,1.258e-06G
,103.57.13.61,109.244.23.227,其他国家,0,1.258K,1.258K,0G,1.258e-06G,1.258e-06G
,103.57.13.48,211.159.235.117,腾讯,0,1.258K,1.258K,0G,1.258e-06G,1.258e-06G
,103.57.13.14,211.159.235.117,腾讯,0,1.258K,1.258K,0G,1.258e-06G,1.258e-06G
,103.57.13.3,211.159.235.178,腾讯,0,1.258K,1.258K,0G,1.258e-06G,1.258e-06G
,103.57.13.60,211.159.235.178,腾讯,0,1.258K,1.258K,0G,1.258e-06G,1.258e-06G
,103.57.13.47,211.159.235.73,腾讯,0,1.258K,1.258K,0G,1.258e-06G,1.258e-06G
,103.57.13.53,182.254.118.8,腾讯,0,1.258K,1.258K,0G,1.258e-06G,1.258e-06G
,103.57.13.22,211.159.235.117,腾讯,0,1.258K,1.258K,0G,1.258e-06G,1.258e-06G
,103.57.13.63,211.159.235.178,腾讯,0,1.258K,1.258K,0G,1.258e-06G,1.258e-06G
,103.57.13.57,211.159.235.117,腾讯,0,1.258K,1.258K,0G,1.258e-06G,1.258e-06G
,122.152.210.142,122.152.210.142,腾讯,0,1.252K,1.252K,0G,1.252e-06G,1.252e-06G
,i01.pictn.sogoucdn.com,182.254.59.192,腾讯,0,1.252K,1.252K,0G,1.252e-06G,1.252e-06G
,online-scm.songwo888.com,62.234.196.166,其他国家,0,1.252K,1.252K,0G,1.252e-06G,1.252e-06G
,au.beibei.com,212.129.197.219,其他国家,0,1.249K,1.249K,0G,1.249e-06G,1.249e-06G
,play.lepaitianyu.com,121.51.42.198,腾讯,0,1.246K,1.246K,0G,1.246e-06G,1.246e-06G
,api.tuan800.com,140.143.221.93,河南省郑州市景安计算机网络,0,1.243K,1.243K,0G,1.2430000000000002e-06G,1.2430000000000002e-06G
,h5.mogu.com,212.64.117.182,其他国家,0,1.242K,1.242K,0G,1.2420000000000001e-06G,1.2420000000000001e-06G
,wx109615.weixiaoxin.com,111.230.1.41,湖北省,0,1.242K,1.242K,0G,1.2420000000000001e-06G,1.2420000000000001e-06G
,jkyx.qq.com,182.254.48.12,腾讯,0,1.239K,1.239K,0G,1.2390000000000001e-06G,1.2390000000000001e-06G
